afinn_score,obj_score,exclamation_score,question_score,ellipsis_score,comma_score,period_score,anger_score,anticipation_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,trust_score,pos_score,neg_score,vader_neg,vader_neu,vader_pos,vader_compound,Target
8.0,0.7763157894736842,0.0,0.013157894736842105,0.0,0.05263157894736842,0.039473684210526314,0.013157894736842105,0.06578947368421052,0.0,0.05263157894736842,0.039473684210526314,0.06578947368421052,0.0,0.06578947368421052,0.07894736842105263,0.06578947368421052,0.036,0.813,0.151,0.9615,5
6.0,0.6346153846153846,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.687,0.313,0.802,1
-2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3612,1
-4.0,0.62890625,0.0,0.0,0.0,0.09375,0.03125,0.0625,0.0,0.0625,0.09375,0.0,0.0625,0.0,0.0,0.125,0.1875,0.194,0.696,0.11,-0.8193,0
1.0,0.6875,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.25,0.25,0.1875,0.0,0.877,0.123,0.5837,4
8.0,0.6707317073170732,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0975609756097561,0.0,0.0,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.17073170731707318,0.04878048780487805,0.0,0.815,0.185,0.8481,2
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.5106,2
2.0,0.953125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.833,0.167,0.4215,4
0.0,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,2
0.0,0.8541666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.133,0.867,0.0,-0.3182,1
-2.0,0.85,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.307,0.693,0.0,-0.4767,6
0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4
-1.0,0.7613636363636364,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.155,0.845,0.0,-0.296,2
1.0,0.7698863636363636,0.0,0.045454545454545456,0.0,0.0,0.13636363636363635,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.09090909090909091,0.09090909090909091,0.0,0.069,0.831,0.1,0.4329,2
2.0,0.9375,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.764,0.236,0.4753,7
4.0,0.875,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.283,0.717,0.765,1
-1.0,0.8143939393939394,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.15151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.114,0.782,0.104,-0.1585,7
-1.0,0.8396739130434783,0.0,0.0,0.0,0.10869565217391304,0.06521739130434782,0.0,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.112,0.834,0.054,-0.7092,2
-1.0,0.7783018867924528,0.0,0.0,0.0,0.09433962264150944,0.07547169811320754,0.03773584905660377,0.07547169811320754,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.07547169811320754,0.082,0.821,0.097,0.1531,2
0.0,0.7833333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.0,2
-2.0,0.73046875,0.0,0.03125,0.0,0.03125,0.03125,0.0,0.0,0.03125,0.0625,0.0,0.03125,0.0,0.0625,0.21875,0.0625,0.102,0.854,0.044,-0.4164,2
0.0,0.90625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0,0.0,6
1.0,0.8333333333333334,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,2
1.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.159,0.701,0.14,-0.3182,1
0.0,0.59375,0.0,0.0,0.0,0.25,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.178,0.661,0.162,-0.0828,6
-2.0,0.7569444444444444,0.0,0.0,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.0,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.0,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.033,0.909,0.057,0.2201,3
3.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.828,0.172,0.3612,2
3.0,0.8863636363636364,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.079,0.781,0.139,0.4153,3
-1.0,0.7797619047619048,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.107,0.795,0.098,-0.1027,1
0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
0.0,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.0,1.0,0.0,0.0,2
0.0,0.8625,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,2
0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
3.0,0.984375,0.3125,0.4375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.1875,0.043,0.76,0.198,0.819,1
7.0,0.6111111111111112,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.458,0.542,0.8925,0
2.0,0.703125,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.881,0.119,0.3182,0
0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,6
-1.0,0.71875,0.0,0.0,0.0,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.174,0.826,0.0,-0.7736,1
7.0,0.6458333333333334,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.027777777777777776,0.0,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.0,0.1111111111111111,0.027777777777777776,0.046,0.703,0.25,0.872,2
-1.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.207,0.656,0.137,-0.3164,3
-5.0,0.8676470588235294,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.119,0.825,0.056,-0.3313,2
0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4
2.0,0.75,0.0,0.02702702702702703,0.0,0.02702702702702703,0.10810810810810811,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.05405405405405406,0.0,0.042,0.877,0.081,0.5499,1
-2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.238,0.762,0.0,-0.3612,4
1.0,0.90625,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.104,0.66,0.236,0.4215,1
9.0,0.7847222222222222,0.1388888888888889,0.013888888888888888,0.041666666666666664,0.027777777777777776,0.013888888888888888,0.0,0.06944444444444445,0.0,0.027777777777777776,0.041666666666666664,0.0,0.041666666666666664,0.1527777777777778,0.09722222222222222,0.05555555555555555,0.083,0.762,0.155,0.8972,4
4.0,0.675,0.0,0.0,0.0,0.05,0.0,0.05,0.25,0.0,0.0,0.15,0.05,0.1,0.2,0.35,0.05,0.061,0.631,0.308,0.9109,6
-2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.375,0.625,0.0,-0.34,6
2.0,0.8214285714285714,0.0,0.03571428571428571,0.0,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.03571428571428571,0.10714285714285714,0.14285714285714285,0.043,0.913,0.045,0.0258,2
3.0,0.8942307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.0,0.861,0.139,0.4404,1
2.0,0.7166666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.092,0.842,0.066,-0.4329,4
0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1
8.0,0.7416666666666667,0.06666666666666667,0.03333333333333333,0.0,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.1,0.06666666666666667,0.134,0.709,0.157,0.3919,4
-3.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.831,0.169,0.0,-0.5994,4
-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.405,0.0,-0.5267,4
1.0,0.8125,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
6.0,0.7754237288135594,0.0,0.0,0.0,0.0847457627118644,0.13559322033898305,0.0,0.01694915254237288,0.0,0.03389830508474576,0.05084745762711865,0.0,0.01694915254237288,0.01694915254237288,0.06779661016949153,0.03389830508474576,0.0,0.849,0.151,0.9558,2
-2.0,0.8465909090909091,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.059,0.878,0.063,-0.1984,2
21.0,0.7916666666666666,0.0,0.0,0.0,0.12,0.06666666666666667,0.02666666666666667,0.02666666666666667,0.0,0.05333333333333334,0.04,0.06666666666666667,0.013333333333333334,0.05333333333333334,0.06666666666666667,0.09333333333333334,0.031,0.805,0.165,0.9622,0
2.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.704,0.296,0.5204,1
5.0,0.7355769230769231,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.0,0.027,0.704,0.269,0.9376,0
-1.0,0.71875,0.0,0.0,0.0,0.05,0.1,0.15,0.1,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.15,0.096,0.81,0.095,-0.2605,0
-2.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.291,0.4003,1
-3.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.149,0.851,0.0,-0.5994,4
5.0,0.8409090909090909,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.632,0.368,0.75,1
-1.0,0.7989130434782609,0.0,0.13043478260869565,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.075,0.925,0.0,-0.5632,2
0.0,0.925,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,2
3.0,0.7828947368421053,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,0.15789473684210525,0.13157894736842105,0.05263157894736842,0.0,0.888,0.112,0.7646,4
3.0,0.6931818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.204,0.6249,1
-3.0,0.7544642857142857,0.17857142857142858,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.17857142857142858,0.173,0.768,0.059,-0.7477,4
-1.0,0.7732558139534884,0.0,0.0,0.023255813953488372,0.09302325581395349,0.09302325581395349,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.13953488372093023,0.0,0.06976744186046512,0.06976744186046512,0.13953488372093023,0.013,0.987,0.0,-0.0382,6
2.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.225,0.56,0.215,-0.0274,3
0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
2.0,0.9583333333333334,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.0,0.0,0.87,0.13,0.4588,4
4.0,0.7629310344827587,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.1724137931034483,0.0,0.0,0.862,0.138,0.7096,2
5.0,0.9464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.794,0.206,0.5267,7
10.0,0.845,0.0,0.0,0.0,0.08,0.02666666666666667,0.013333333333333334,0.05333333333333334,0.0,0.013333333333333334,0.05333333333333334,0.04,0.013333333333333334,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.047,0.807,0.146,0.8734,2
0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
0.0,0.6125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.824,0.0,-0.4588,4
-1.0,0.7638888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.915,0.0,-0.0772,6
15.0,0.796875,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.10416666666666667,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.14583333333333334,0.041666666666666664,0.012,0.803,0.185,0.9319,2
3.0,0.8461538461538461,0.0,0.11538461538461539,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.038461538461538464,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.045,0.783,0.172,0.7808,1
8.0,0.8365384615384616,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.0,0.676,0.324,0.8625,4
3.0,0.875,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.222,0.6114,4
2.0,0.8076923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.11,0.638,0.252,0.4588,4
-3.0,0.7413793103448276,0.0,0.06896551724137931,0.0,0.13793103448275862,0.034482758620689655,0.1724137931034483,0.0,0.06896551724137931,0.13793103448275862,0.0,0.06896551724137931,0.0,0.06896551724137931,0.1724137931034483,0.2413793103448276,0.126,0.786,0.088,-0.3313,1
0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1
-3.0,0.8532608695652174,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.13043478260869565,0.0,0.08695652173913043,0.0,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.24,0.62,0.14,-0.6286,3
4.0,0.609375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.42,0.58,0.8645,4
-5.0,0.8819444444444444,0.2777777777777778,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.187,0.813,0.0,-0.8416,6
-3.0,0.8076923076923077,0.038461538461538464,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.25,0.611,0.139,-0.8298,1
0.0,0.4338235294117647,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.62,0.24,0.2757,1
-4.0,0.6971153846153846,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.068,0.885,0.048,-0.2244,1
3.0,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.692,0.308,0.7707,1
0.0,0.6357142857142857,0.0,0.04285714285714286,0.02857142857142857,0.05714285714285714,0.04285714285714286,0.02857142857142857,0.07142857142857142,0.014285714285714285,0.04285714285714286,0.05714285714285714,0.05714285714285714,0.04285714285714286,0.02857142857142857,0.1,0.07142857142857142,0.086,0.731,0.184,0.8975,1
1.0,0.5862068965517241,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896,0.099,0.801,0.1,0.0108,1
-3.0,0.8080985915492958,0.0,0.014084507042253521,0.014084507042253521,0.1267605633802817,0.08450704225352113,0.04225352112676056,0.0,0.0,0.014084507042253521,0.014084507042253521,0.07042253521126761,0.0,0.04225352112676056,0.1267605633802817,0.14084507042253522,0.129,0.803,0.068,-0.8455,1
-6.0,0.7708333333333334,0.0,0.0,0.0,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.013888888888888888,0.0,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.09722222222222222,0.09722222222222222,0.05555555555555555,0.02,0.874,0.105,0.9201,1
7.0,0.7234848484848485,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.0,0.723,0.277,0.9499,1
